Sentence #,Tag,Word
478,O,in
478,O,the
478,O,east
478,O,village
478,O,-
478,O,not
478,O,romantic
478,O,","
478,O,just
478,O,simple
478,O,","
478,O,small
478,O,and
478,O,sparse
478,O,.
479,O,problem
479,O,is
479,O,nothing
479,O,at
479,B,prune
479,O,is
479,O,particularly
479,O,memorable
479,O,.
480,O,no
480,O,plans
480,O,to
480,O,return
480,O,anytime
480,O,soon
480,O,.
481,O,this
481,I,place
481,O,is
481,O,so
481,O,much
481,O,fun
481,O,.
482,O,our
482,O,family
482,O,never
482,O,expected
482,O,such
482,O,incredible
482,O,entertainment
482,O,in
482,B,a
482,I,restaurant
482,O,.
483,O,this
483,O,place
483,O,must
483,O,have
483,O,cost
483,O,the
483,O,owners
483,O,afortune
483,O,to
483,O,build
483,O,.
484,O,i
484,O,think
484,O,the
484,O,stuff
484,O,was
484,O,better
484,O,than
484,O,disney
484,O,.
485,O,our
485,I,food
485,O,was
485,O,great
485,O,too
485,O,!
486,O,and
486,O,really
486,O,large
486,B,portions
486,O,.
487,O,the
487,I,staff
487,O,was
487,O,the
487,O,friendliest
487,O,that
487,O,have
487,O,seen
487,O,in
487,O,new
487,O,york
487,O,.
488,O,we
488,O,will
488,O,go
488,O,back
488,O,every
488,O,time
488,O,we
488,O,are
488,O,in
488,O,the
488,O,city
488,O,.
489,O,if
489,O,you
489,O,want
489,O,something
489,O,really
489,O,different
489,O,than
489,O,try
489,B,jekyll
489,I,and
489,I,hyde
489,O,.
490,O,it
490,O,is
490,O,a
490,O,lot
490,O,of
490,O,fun
490,O,with
490,O,live
490,O,entertainment
490,O,and
490,O,all
490,O,kinds
490,O,of
490,O,disney
490,O,type
490,O,special
490,O,effects
490,O,.
491,O,the
491,I,food
491,O,was
491,O,pretty
491,O,tradional
491,O,but
491,O,it
491,O,was
491,O,hot
491,O,and
491,O,good
491,O,with
491,O,large
491,B,portions
491,O,.
492,O,i
492,O,highly
492,O,recommend
492,O,it
492,O,.
493,O,i
493,O,am
493,O,going
493,O,to
493,O,the
493,O,mid
493,O,town
493,O,location
493,O,next
493,O,.
494,O,the
494,I,place
494,O,is
494,B,a
494,O,lot
494,O,of
494,O,fun
494,O,.
495,O,my
495,O,six
495,O,year
495,O,old
495,O,loved
495,O,it
495,O,.
496,O,the
496,I,characters
496,O,really
496,O,make
496,O,for
496,O,an
496,O,enjoyable
496,O,experience
496,O,.
497,O,the
497,I,food
497,O,however
497,O,","
497,O,is
497,O,what
497,O,one
497,O,might
497,O,expect
497,O,.
498,O,it
498,O,is
498,O,very
498,O,overpriced
498,O,and
498,O,not
498,O,very
498,O,tasty
498,O,.
499,O,however
499,O,","
499,O,i
499,O,think
499,B,jeckll
499,I,and
499,I,hydes
499,O,t
499,O,is
499,O,one
499,O,of
499,O,those
499,O,places
499,O,that
499,O,is
499,O,fun
499,O,to
499,O,do
499,O,once
499,O,.
500,O,we
500,O,had
500,O,a
500,O,good
500,O,time
500,O,.
501,O,went
501,O,there
501,O,with
501,O,my
501,O,wife
501,O,and
501,O,we
501,O,had
501,O,to
501,O,wait
501,O,for
501,O,a
501,O,table
501,O,even
501,O,though
501,O,you
501,O,could
501,O,see
501,O,there
501,O,many
501,O,that
501,O,were
501,O,empty
501,O,with
501,O,not
501,O,reservation
501,O,sigh
501,O,on
501,O,them
501,O,.
502,B,service
502,O,was
502,O,slow
502,O,had
502,O,to
502,O,wait
502,O,to
502,O,order
502,O,and
502,O,get
502,O,food
502,O,although
502,O,not
502,O,crowded
502,O,.
503,B,drinks
503,O,way
503,O,over
503,O,priced
503,O,.
504,B,food
504,O,was
504,O,good
504,O,not
504,O,great
504,O,not
504,O,worth
504,O,the
504,O,wait
504,O,or
504,O,another
504,O,visit
505,O,great
505,I,pizza
505,O,for
505,O,lunch
505,O,place
505,O,.
506,B,service
506,O,was
506,O,quick
506,O,.
507,O,the
507,I,pizza
507,O,was
507,O,great
507,O,.
508,O,and
508,O,it
508,O,was
508,O,quick
508,O,which
508,O,is
508,O,very
508,O,important
508,O,.
509,O,have
509,O,the
509,B,iced
509,I,tea
509,O,.
510,O,it
510,O,was
510,O,wonderful
510,O,.
511,O,whenever
511,O,you
511,O,need
511,O,a
511,O,sushi
511,O,fix
511,O,","
511,O,mizu
511,O,will
511,O,be
511,O,there
511,O,with
511,O,quality
511,B,fish
511,O,and
511,O,great
511,B,service
511,O,.
512,B,delivery
512,O,is
512,O,fast
512,O,too
512,O,.
513,O,great
513,O,friendly
513,B,service
513,O,","
513,O,fast
513,B,seating
513,O,","
513,O,fast
513,B,delivery
513,O,","
513,O,excellent
513,B,sushi
513,O,.
514,O,a
514,O,little
514,O,overpriced
514,O,but
514,O,worth
514,O,it
514,O,once
514,O,you
514,O,take
514,O,a
514,O,bite
514,O,.
515,O,growing
515,O,up
515,O,in
515,O,ny
515,O,","
515,O,i
515,O,have
515,O,eaten
515,O,my
515,O,share
515,O,of
515,O,bagels
515,O,.
516,O,ess-a-bagel
516,O,(
516,O,either
516,O,by
516,O,sty-town
516,O,or
516,O,midtown
516,O,)
516,O,is
516,O,by
516,O,far
516,O,the
516,O,best
516,B,bagel
516,O,in
516,O,ny
516,O,.
517,O,the
517,I,bagels
517,O,always
517,O,warm
517,O,","
517,O,soft
517,O,on
517,O,the
517,O,inside
517,O,","
517,O,crispy
517,O,on
517,O,the
517,O,outside
517,O,and
517,O,enormous
517,O,in
517,O,size
517,O,.
518,O,they
518,O,have
518,B,a
518,O,huge
518,O,selection
518,O,of
518,O,different
518,B,cream
518,I,cheeses
518,O,and
518,O,all
518,O,of
518,O,their
518,B,salads
518,O,are
518,O,great
518,O,.
519,O,the
519,I,lox
519,O,is
519,O,always
519,O,fresh
519,O,too
519,O,.
520,O,highly
520,O,recommended
520,O,to
520,O,all
520,O,!
521,O,i
521,O,have
521,O,to
521,O,agree
521,O,with
521,O,the
521,O,previous
521,O,reviewer
521,O,.
522,O,i
522,O,don't
522,O,get
522,O,it
522,O,either
522,O,.
523,O,not
523,O,impressed
523,O,with
523,O,the
523,B,food
523,O,.
524,O,prices
524,O,too
524,O,high
524,O,for
524,O,this
524,O,cramped
524,O,and
524,O,unappealing
524,B,resturant
524,O,.
525,O,zero
525,I,ambiance
525,O,to
525,O,boot
525,O,.
526,O,i
526,O,thought
526,O,this
526,B,place
526,O,was
526,O,totally
526,O,overrated
526,O,.
527,O,everything
527,O,we
527,O,had
527,O,was
527,O,good
527,O,or
527,O,ok
527,O,.
527,O,.
527,O,.
527,O,.
527,O,but
527,O,definitely
527,O,nothing
527,O,great
527,O,.
528,O,the
528,I,ambience
528,O,was
528,O,nice
528,O,","
528,O,but
528,B,service
528,O,wasn't
528,O,so
528,O,great
528,O,.
529,O,when
529,O,you
529,O,add
529,O,it
529,O,all
529,O,together
529,O,","
529,O,it
529,O,just
529,O,doesn't
529,O,seem
529,O,worth
529,O,it
529,O,to
529,O,me
529,O,.
529,O,.
529,O,.
529,O,especially
529,O,considering
529,O,the
529,O,prices
529,O,.
530,O,this
530,O,is
530,O,the
530,O,best
530,B,shabu-shabu
530,I,restaurant
530,O,in
530,O,the
530,O,try-state
530,O,area
530,O,.
531,O,i
531,O,have
531,O,lived
531,O,in
531,O,japan
531,O,for
531,O,7
531,O,years
531,O,and
531,O,the
531,O,taste
531,O,of
531,O,the
531,B,food
531,O,and
531,O,the
531,B,feel
531,O,of
531,O,the
531,O,restaurant
531,O,is
531,O,like
531,O,being
531,O,back
531,O,in
531,O,japan
531,O,.
532,O,thius
532,O,is
532,B,a
532,O,must
532,O,for
532,O,anyone
532,O,who
532,O,loves
532,B,shabu-shabu
532,O,.
533,O,the
533,I,atmosphere
533,O,is
533,O,nothing
533,O,special
533,O,","
533,O,but
533,O,it
533,O,feels
533,O,like
533,B,a
533,O,sushi
533,O,establishment
533,O,in
533,O,tokyo
533,O,.
534,O,the
534,I,owner
534,O,and
534,B,staff
534,O,are
534,O,all
534,O,japanese
534,O,as
534,O,well
534,O,and
534,O,that
534,O,adds
534,O,to
534,O,the
534,O,entire
534,B,ambiance
534,O,.
535,O,despite
535,O,a
535,O,slightly
535,O,limited
535,B,menu
535,O,","
535,O,everything
535,O,prepared
535,O,is
535,O,done
535,O,to
535,O,perfection
535,O,","
535,O,ultra
535,O,fresh
535,O,and
535,O,a
535,O,work
535,O,of
535,O,food
535,O,art
535,O,.
536,O,i
536,O,must
536,O,give
536,O,it
536,O,yon
536,O,out
536,O,of
536,O,yon
536,O,stars
536,O,!
537,B,taxan
537,O,delicious
537,O,!
538,O,arigato
538,O,gozimas
538,O,yuka
538,O,!
539,O,this
539,O,restaurant
539,O,was
539,O,recommended
539,O,by
539,O,a
539,O,local
539,O,.
539,O,.
539,O,.
539,O,as
539,O,a
539,O,matter
539,O,of
539,O,fact
539,O,","
539,O,he
539,O,made
539,O,the
539,O,reservation
539,O,for
539,O,us
539,O,and
539,O,said
539,O,we
539,O,would
539,O,not
539,O,be
539,O,disappointed
539,O,!
540,O,we
540,O,weren't
540,O,!
541,O,the
541,O,prices
541,O,were
541,O,cheap
541,O,compared
541,O,to
541,O,the
541,O,quality
541,O,of
541,O,service
541,O,and
541,O,food
541,O,.
542,O,we
542,O,liked
542,O,it
542,O,so
542,O,much
542,O,","
542,O,that
542,O,we
542,O,will
542,O,always
542,O,make
542,O,it
542,O,a
542,O,point
542,O,to
542,O,dine
542,O,here
542,O,when
542,O,we
542,O,visit
542,O,new
542,O,york
542,O,.
543,O,went
543,O,there
543,O,for
543,O,an
543,O,office
543,O,lunch
543,O,.
544,O,the
544,I,location
544,O,and
544,B,ambience
544,O,is
544,O,ok
544,O,but
544,O,the
544,B,food
544,O,is
544,O,what
544,O,makes
544,O,up
544,O,for
544,O,it
544,O,.
545,O,there
545,O,is
545,O,a
545,O,lot
545,O,of
545,O,variety
545,O,even
545,O,for
545,O,people
545,O,who
545,O,eat
545,O,vegetarian
545,O,like
545,O,me
545,O,.
546,O,try
546,I,green
546,I,curry
546,I,with
546,I,vegetables
546,O,.
547,O,the
547,O,quantity
547,O,is
547,O,also
547,O,very
547,O,good
547,O,","
547,O,you
547,O,will
547,O,come
547,O,out
547,O,satisfied
547,O,.
548,O,the
548,I,service
548,O,is
548,O,ok
548,O,","
548,O,some
548,O,of
548,O,the
548,O,people
548,O,didn't
548,O,get
548,O,what
548,O,they
548,O,asked
548,O,for
548,O,.
549,O,i
549,O,was
549,O,there
549,O,on
549,O,sat
549,O,.
549,O,for
549,O,my
549,O,birthday
549,O,and
549,O,we
549,O,had
549,O,an
549,O,excellent
549,O,time
549,O,.
550,B,i
550,O,had
550,O,the
550,O,best
550,B,ravioli
550,O,ever
550,O,.
551,O,the
551,I,wine
551,O,the
551,B,service
551,O,was
551,O,very
551,O,good
551,O,too
551,O,.
552,O,moderate
552,O,prices
552,O,.
553,O,a
553,O,little
553,O,noise
553,O,but
553,O,i
553,O,think
553,O,that
553,O,was
553,O,because
553,O,of
553,O,our
553,O,party
553,O,!
554,O,molto
554,O,bene
554,O,!
555,O,this
555,O,quaint
555,O,and
555,O,romantic
555,B,trattoria
555,O,is
555,B,at
555,O,the
555,O,top
555,O,of
555,O,my
555,O,manhattan
555,O,restaurant
555,O,list
555,O,.
556,O,the
556,I,food
556,B,is
556,O,delicious
556,B,-
556,O,from
556,O,the
556,B,specials
556,O,to
556,O,the
556,B,regular
556,I,menu-fare
556,O,","
556,O,the
556,B,dishes
556,B,are
556,O,never
556,B,a
556,O,disappointment
556,O,.
557,O,whether
557,O,it's
557,O,the
557,B,parmesean
557,I,porcini
557,I,souffle
557,I,or
557,O,the
557,B,lamb
557,I,glazed
557,B,with
557,I,balsamic
557,I,vinegar
557,O,","
557,O,you
557,O,will
557,O,surely
557,O,be
557,O,transported
557,O,to
557,O,northern
557,O,italy
557,O,with
557,O,one
557,O,bite
557,O,.
558,O,although
558,O,the
558,B,tables
558,O,may
558,O,be
558,O,closely
558,O,situated
558,O,","
558,O,the
558,B,candle-light
558,O,","
558,O,food-quality
558,B,and
558,B,service
558,O,overcompensate
558,O,.
559,O,a
559,O,guaranteeed
559,O,delight
559,O,!
560,B,i
560,O,have
560,O,known
560,O,about
560,O,this
560,O,secret
560,O,for
560,O,the
560,O,last
560,O,13
560,O,years
560,O,","
560,O,emilio
560,O,(
560,O,the
560,O,godfather
560,O,)
560,O,has
560,O,continued
560,O,to
560,O,serve
560,B,food
560,O,and
560,B,wine
560,O,for
560,O,the
560,O,gods
560,O,at
560,O,mortal
560,O,prices
560,O,.
561,O,if
561,O,you
561,O,go
561,O,","
561,O,try
561,O,the
561,B,marinara/arrabiatta
561,I,sauce
561,O,","
561,O,the
561,B,mozzarella
561,I,en
561,I,carozza
561,O,is
561,O,mmmmmmmm
561,O,.
561,O,.
561,O,.
561,O,.
561,O,.
561,O,everything
561,O,is
561,O,just
561,O,delicious
561,O,.
562,O,check
562,O,out
562,O,the
562,O,secret
562,B,back
562,I,room
562,O,.
563,O,old
563,O,school
563,O,meets
563,O,new
563,O,world
563,O,.
564,O,i
564,O,pray
564,O,it
564,O,stays
564,O,open
564,O,forever
564,O,.
565,O,thank
565,O,you
565,B,emilio
565,O,.
566,O,ciao
566,O,bella
567,B,i
567,O,found
567,O,the
567,B,food
567,O,","
567,B,service
567,O,and
567,O,value
567,O,exceptional
567,O,everytime
567,O,i
567,O,have
567,O,been
567,O,there
567,O,.
568,O,the
568,I,food
568,O,was
568,O,authentic
568,O,.
569,O,i
569,O,felt
569,O,as
569,O,though
569,O,i
569,O,were
569,O,eating
569,O,in
569,O,paris
569,O,.
570,O,the
570,I,service
570,O,was
570,O,excellent
570,O,-
570,O,friendly
570,O,and
570,O,attentive
570,O,.
571,O,the
571,O,prices
571,O,are
571,O,wonderfully
571,O,low
571,O,.
572,O,very
572,O,good
572,B,wine
572,I,choices
572,O,.
573,O,i
573,O,can't
573,O,believe
573,O,people
573,O,complain
573,O,about
573,O,no
573,O,cheese
573,O,sticks
573,O,?
574,O,who
574,O,has
574,O,room
574,O,for
574,O,cheesesticks
574,O,with
574,O,the
574,O,best
574,B,pizza
574,O,in
574,O,nyc
574,O,!
575,O,get
575,O,the
575,B,pepperoni
575,O,-
575,O,yum
575,O,-
575,O,and
575,B,a
575,I,family
575,I,style
575,I,salad
575,O,.
576,O,great
576,I,staff
576,O,.
577,O,always
577,O,great
577,B,service
577,O,!
578,O,i
578,O,go
578,O,twice
578,O,a
578,O,month
578,O,!
579,O,fantastic
579,O,!
580,O,the
580,I,food
580,O,is
580,O,good
580,O,","
580,O,i
580,O,can't
580,O,lie
580,O,.
581,O,but
581,O,the
581,B,staff
581,O,was
581,O,so
581,O,horrible
581,O,to
581,O,us
581,O,.
582,O,the
582,I,hostess
582,O,and
582,O,the
582,B,waitress
582,O,were
582,O,incredibly
582,O,rude
582,O,and
582,O,did
582,O,everything
582,O,they
582,O,could
582,O,to
582,O,rush
582,O,us
582,O,out
582,O,.
583,O,we
583,O,were
583,O,planning
583,O,to
583,O,get
583,O,dessert
583,O,but
583,O,the
583,B,waitress
583,O,basically
583,O,through
583,O,the
583,O,bill
583,O,at
583,O,us
583,O,before
583,O,we
583,O,had
583,B,a
583,O,chance
583,O,to
583,O,order
583,O,.
584,O,this
584,I,place
584,O,is
584,O,pricey
584,O,","
584,O,and
584,O,yes
584,O,","
584,O,the
584,B,food
584,O,is
584,O,worth
584,O,it;
584,O,but
584,O,the
584,B,service
584,O,makes
584,O,you
584,O,feel
584,O,like
584,O,you
584,O,should
584,O,be
584,O,paying
584,B,a
584,O,quater
584,O,of
584,O,the
584,O,price
584,O,.
585,O,save
585,O,yourself
585,O,the
585,O,time
585,O,and
585,O,trouble
585,O,and
585,O,skip
585,O,this
585,O,one
585,O,!
586,O,i'll
586,O,keep
586,O,this
586,O,short
586,O,.
587,B,amma
587,O,is
587,O,nothing
587,O,special
587,O,.
588,O,the
588,O,two
588,O,star
588,O,chefs
588,O,left
588,O,quite
588,O,some
588,O,time
588,O,ago
588,O,to
588,O,open
588,O,their
588,O,own
588,O,place
588,O,.
589,B,i
589,O,ate
589,O,here
589,O,a
589,O,week
589,O,ago
589,O,and
589,O,found
589,O,most
589,B,dishes
589,O,average
589,O,at
589,O,best
589,O,and
589,O,too
589,O,expensive
589,O,.
590,O,will
590,O,not
590,O,be
590,O,back
590,O,.
591,O,don't
591,O,dine
591,O,at
591,O,tamarind
591,O,for
591,O,the
591,B,vegetarian
591,I,dishes
591,O,","
591,O,they
591,O,are
591,O,simply
591,O,not
591,O,up
591,O,to
591,O,par
591,O,with
591,O,the
591,B,non-veg
591,I,selections
591,O,.
592,B,decor
592,O,is
592,O,nice
592,O,though
592,B,service
592,O,can
592,O,be
592,O,spotty
592,O,.
593,O,this
593,I,place
593,O,is
593,O,always
593,O,packed
593,O,.
594,O,i
594,O,know
594,O,because
594,O,i
594,O,live
594,O,nearby
594,O,.
595,O,most
595,O,importantly
595,O,","
595,B,food
595,O,is
595,O,excellent
595,O,.
596,O,try
596,O,the
596,B,sea
596,I,bass
596,O,.
597,O,highly
597,O,recommended
597,O,.
598,O,first
598,O,of
598,O,all
598,B,dal
598,I,bukhara
598,O,rocks
598,O,.
599,O,as
599,O,a
599,O,student
599,O,in
599,O,nyu
599,O,i
599,O,need
599,O,a
599,O,place
599,O,to
599,O,eat
599,O,after
599,O,a
599,O,hard
599,O,day
599,O,of
599,O,work
599,O,so
599,O,usually
599,O,i
599,O,just
599,O,go
599,O,to
599,O,any
599,O,indian
599,O,restraunt
599,O,near
599,O,by
599,O,.
600,O,but
600,O,ive
600,O,heard
600,O,a
600,O,lot
600,O,about
600,O,this
600,O,for
600,O,the
600,O,past
600,O,2
600,O,yrs
600,O,and
600,O,finally
600,O,decided
600,O,to
600,O,eat
600,O,here
600,O,.
601,O,i
601,O,am
601,O,happy
601,O,i
601,O,did
601,O,the
601,B,food
601,O,was
601,O,awsome
601,O,.
602,O,just
602,O,awsome
602,O,.
603,O,and
603,O,yes
603,B,dal
603,I,bukhara
603,O,is
603,O,so
603,O,dam
603,O,good
603,O,and
603,O,so
603,O,are
603,O,all
603,O,the
603,B,kababs
603,O,.
604,O,they
604,O,are
604,O,opening
604,O,two
604,O,more
604,O,places
604,O,as
604,O,i
604,O,saw
604,O,a
604,O,flyer
604,O,there
604,O,one
604,O,in
604,O,yonkers
604,O,which
604,O,is
604,O,a
604,O,restraunt
604,O,and
604,O,banquet
604,O,hall
604,O,and
604,O,another
604,O,one
604,O,in
604,O,parsipanny
604,O,new
604,O,jersey
604,O,.
605,O,but
605,O,overall
605,O,i
605,O,give
605,O,it
605,O,a
605,O,10
606,O,10
607,O,i
607,O,haven't
607,O,been
607,O,to
607,O,the
607,O,other
607,O,locations
607,O,.
608,B,haru
608,I,on
608,I,park
608,I,s
608,O,is
608,O,simply
608,O,disgusting
608,O,.
609,O,the
609,I,fish
609,O,was
609,O,not
609,O,fresh
609,O,and
609,O,the
609,B,rice
609,O,tasted
609,O,old
609,O,and
609,O,stale
609,O,.
610,O,quite
610,O,frankly
610,O,","
610,O,this
610,O,is
610,O,some
610,O,of
610,O,the
610,O,worst
610,B,sushi
610,I,i
610,O,have
610,O,ever
610,O,tried
610,O,.
611,O,will
611,O,never
611,O,be
611,O,back
611,O,.
612,O,honestly
612,O,the
612,O,worst
612,B,sushi
612,O,my
612,O,husband
612,O,and
612,B,i
612,O,had
612,O,in
612,O,our
612,O,entire
612,O,lives
612,O,.
613,O,believe
613,O,us
613,O,","
613,O,we've
613,O,been
613,O,eating
613,O,sushi
613,O,for
613,O,over
613,O,15
613,O,yrs
613,O,.
614,O,not
614,O,sure
614,O,why
614,O,this
614,B,restaurant
614,O,would
614,O,be
614,O,rated
614,O,that
614,O,highly
614,O,.
615,O,the
615,I,all-u-can-eat
615,I,sushi
615,O,is
615,O,definitely
615,O,in
615,O,very
615,O,poor
615,O,quality
615,O,.
616,O,limited
616,I,menu
616,O,","
616,O,no-so-fresh
616,B,ingredients
616,O,","
616,O,thinly-sliced
616,B,fish
616,O,","
616,O,fall-apart
616,B,rice
616,O,.
617,O,the
617,O,only
617,O,things
617,B,u
617,O,could
617,O,really
617,O,taste
617,O,are
617,O,the
617,O,very
617,O,salty
617,B,soy
617,I,sauce
617,O,(
617,O,even
617,O,its
617,O,low
617,O,sodium
617,O,)
617,O,","
617,O,the
617,O,vinegar-soaked
617,B,rice
617,O,","
617,O,and
617,O,the
617,O,scallion
617,O,on
617,O,top
617,O,of
617,O,the
617,O,fish
617,O,.
618,O,the
618,I,waitstaffs
618,O,are
618,O,nice
618,O,though
618,O,.
619,O,wont
619,O,come
619,O,back
619,O,again
619,O,for
619,O,sure
619,O,!
620,O,i
620,O,have
620,O,been
620,O,to
620,B,roth's
620,O,twice
620,O,and
620,O,both
620,O,times
620,O,were
620,O,very
620,O,disappointing
620,O,.
621,O,once
621,O,for
621,O,dinner
621,O,and
621,O,once
621,O,for
621,O,brunch
621,O,.
622,O,both
622,O,times
622,B,i
622,O,was
622,O,extremely
622,O,dissappointed
622,O,by
622,O,the
622,B,service
622,O,","
622,O,which
622,O,was
622,O,boarderline
622,O,rude
622,O,.
623,O,they
623,O,wouldnt
623,O,even
623,O,let
623,O,me
623,O,finish
623,O,my
623,O,glass
623,O,of
623,O,wine
623,O,before
623,O,offering
623,O,another
623,O,.
624,O,much
624,O,of
624,O,the
624,O,time
624,O,it
624,O,seems
624,O,like
624,O,they
624,O,do
624,O,not
624,O,care
624,O,about
624,O,you
624,O,.
625,O,the
625,I,dinner
625,O,was
625,O,ok
625,O,","
625,O,nothing
625,B,i
625,O,would
625,O,have
625,O,again
625,O,.
626,B,i
626,O,had
626,O,their
626,B,eggs
626,I,benedict
626,O,for
626,O,brunch
626,O,","
626,O,which
626,O,were
626,O,the
626,O,worst
626,O,in
626,O,my
626,O,entire
626,O,life
626,O,","
626,O,i
626,O,tried
626,O,removing
626,O,the
626,O,hollondaise
626,O,sauce
626,O,completely
626,O,that
626,O,was
626,O,how
626,O,failed
626,O,it
626,O,was
626,O,.
627,O,this
627,O,was
627,O,a
627,O,great
627,O,surprise
627,O,.
628,O,with
628,O,the
628,O,theater
628,O,2
628,O,blocks
628,O,away
628,O,we
628,O,had
628,B,a
628,O,delicious
628,B,meal
628,O,in
628,O,a
628,O,beautiful
628,B,room
628,O,.
629,O,the
629,I,service
629,O,was
629,O,attentive
629,O,.
630,O,i
630,O,look
630,O,forward
630,O,to
630,O,eating
630,O,here
630,O,again
631,B,planet
631,I,thai
631,O,is
631,O,great
631,O,!
632,O,we
632,O,love
632,O,the
632,B,food
632,O,","
632,B,drinks
632,O,","
632,O,and
632,B,atmosphere
632,O,!
633,O,the
633,I,svc
633,O,can
633,O,be
633,B,a
633,O,bit
633,O,rude
633,O,at
633,O,times
633,O,","
633,O,esp
633,O,if
633,O,you
633,O,have
633,O,big
633,O,group
633,O,","
633,O,but
633,O,overall
633,O,the
633,B,restaurant
633,O,is
633,O,a
633,O,must
633,O,!
634,O,try
634,O,the
634,B,pad
634,I,thai
634,O,","
634,O,it's
634,O,fabulous
634,O,and
634,O,their
634,O,prices
634,O,are
634,O,so
634,O,cheap
634,O,!
635,O,just
635,O,because
635,O,it's
635,O,cheap
635,O,does
635,O,not
635,O,mean
635,O,the
635,B,portions
635,O,are
635,O,small
635,B,or
635,O,the
635,B,food
635,O,is
635,O,nasty
635,O,","
635,O,it
635,O,is
635,O,great
635,O,!
636,O,just
636,O,remember
636,O,","
636,O,the
636,O,later
636,O,you
636,O,go
636,O,","
636,O,the
636,O,longer
636,O,you
636,O,may
636,O,have
636,O,to
636,O,wait
636,O,.
637,O,it's
637,O,popular
637,O,w/the
637,O,late
637,O,crowd
637,O,.
638,O,they
638,O,forgot
638,O,a
638,O,sandwich
638,O,","
638,O,didn't
638,O,include
638,O,plastic
638,O,forks
638,O,","
638,O,and
638,O,didn't
638,O,include
638,O,pita
638,O,with
638,O,the
638,O,hummus
638,O,platter
638,O,.
639,O,also
639,O,","
639,O,the
639,B,sandwiches
639,O,(
639,O,nearing
639,O,$7
639,O,)
639,O,didn't
639,O,come
639,O,with
639,O,anything
639,O,like
639,O,chips
639,O,or
639,B,a
639,O,side
639,O,.
640,O,overall
640,O,","
640,O,not
640,O,worth
640,O,the
640,O,money
640,O,.
641,O,eating
641,O,in
641,O,","
641,O,the
641,B,atmosphere
641,O,saves
641,O,it
641,O,","
641,O,but
641,B,at
641,O,your
641,O,desk
641,O,","
641,O,it's
641,B,a
641,O,very
641,O,disappointing
641,O,experience
641,O,.
642,O,i
642,O,love
642,O,indian
642,O,food
642,O,and
642,O,consider
642,O,myself
642,O,to
642,O,be
642,O,quite
642,O,an
642,O,expert
642,O,on
642,O,it
642,O,.
643,B,chennai
643,I,garden
643,O,is
643,O,my
643,O,favorite
643,O,indian
643,O,restaurant
643,O,in
643,O,the
643,O,city
643,O,.
644,O,they
644,O,have
644,O,authentic
644,B,indian
644,O,at
644,O,amazin
644,O,prices
644,O,.
645,O,this
645,O,restaurant
645,B,is
645,O,vegetarian;
645,O,there
645,O,are
645,O,no
645,O,meat
645,B,dishes
645,O,whatsoever
645,O,.
646,O,the
646,I,seats
646,O,are
646,O,uncomfortable
646,O,if
646,O,you
646,O,are
646,O,sitting
646,O,against
646,O,the
646,O,wall
646,O,on
646,O,wooden
646,O,benches
646,O,.
647,O,it's
647,I,a
647,O,rather
647,O,cramped
647,O,and
647,O,busy
647,B,restaurant
647,O,and
647,O,it
647,O,closes
647,O,early
647,O,.
648,O,patroon
648,O,features
648,B,a
648,O,nice
648,B,cigar
648,I,bar
648,O,and
648,O,has
648,O,great
648,B,staff
648,O,.
649,O,the
649,I,food
649,O,is
649,O,tasty
649,O,and
649,B,portion
649,I,sizes
649,O,are
649,O,appropriate
649,O,.
650,O,this
650,O,is
650,B,a
650,O,nice
650,B,restaurant
650,O,if
650,O,you
650,O,are
650,O,looking
650,O,for
650,O,a
650,O,good
650,O,place
650,O,to
650,O,host
650,B,an
650,O,intimate
650,O,dinner
650,O,meeting
650,O,with
650,O,business
650,O,associates
650,O,.
651,O,not
651,I,a
651,O,great
651,B,place
651,O,for
651,O,family
651,O,or
651,O,general
651,O,dining
651,O,.
652,O,lloovve
652,O,this
652,B,place
652,O,.
653,B,food
653,O,is
653,O,excellent
653,O,.
654,B,fish
654,I,is
654,O,so
654,O,very
654,O,fresh
654,O,.
655,B,waitstaff
655,O,are
655,O,very
655,O,friendly
655,O,.
656,O,love
656,I,yuka
656,O,.
657,B,mermaid
657,I,inn
657,O,is
657,O,an
657,O,overall
657,O,good
657,O,restaurant
657,O,with
657,O,really
657,O,good
657,B,seafood
657,O,.
658,O,the
658,I,menu
658,B,is
658,O,limited
658,O,but
658,O,almost
658,O,all
658,O,of
658,O,the
658,B,dishes
658,O,are
658,O,excellent
658,O,.
659,O,the
659,I,lobster
659,I,sandwich
659,O,is
659,O,good
659,B,and
659,O,the
659,B,spaghetti
659,I,with
659,I,scallops
659,O,and
659,B,shrimp
659,O,is
659,O,great
659,O,.
660,O,the
660,I,service
660,O,is
660,O,good
660,O,and
660,B,ambience
660,O,is
660,O,good
660,O,for
660,B,a
660,O,date
660,O,or
660,O,group
660,O,outing
660,O,.
661,O,the
661,O,only
661,O,fallback
661,O,on
661,O,this
661,B,restaurant
661,O,is
661,O,the
661,O,prices
661,O,.
662,O,even
662,O,though
662,O,its
662,O,good
662,B,seafood
662,O,","
662,O,the
662,O,prices
662,O,are
662,O,too
662,O,high
662,O,.
663,O,the
663,I,lobster
663,I,sandwich
663,O,is
663,O,$24
663,B,and
663,O,although
663,O,it
663,O,was
663,O,good
663,O,it
663,O,was
663,O,not
663,O,nearly
663,O,enough
663,O,to
663,O,warrant
663,O,that
663,O,price
663,O,.
